10016384|0|0|0|0
10031762|0|0|0|0
0|0|0|0|0
0|0|0|0|0
0|0|0|0|0
0|0|0|0|0
0|0|0|0|0
0|0|0|0|0
0|0|0|0|0
00|0|0|0|0
000|0|0|0|0
000|1011|0|0|0
000|0|0|0|0
000|0|0|0|0
0000|149|0|0|0
000000|0|0|0|0
0000000|0|0|0|0
00000000|0|0|0|0
00000000|0|0|0|0
000000001|0|0|0|0
00000001|0|0|0|0
00000001|0|0|0|0
00000001|0|0|0|0
00000002|0|0|0|0
00000006|0|0|0|0
0000001|0|0|0|0
00000010|0|0|0|0
00000012|0|0|0|0
00000014|0|0|0|0
00000028|0|0|0|0
00000037|0|0|0|0
00000083|0|0|0|0
000001|0|0|0|0
000001|0|0|0|0
000001|0|0|0|0
000001|0|0|0|0
00000112|0|0|0|0
00000123|0|0|0|0
00000170|0|0|0|0
00000263|0|0|0|0
00000292|0|0|0|0
00000402|0|0|0|0
00000571|0|0|0|0
00000586|0|0|0|0
00000809|0|0|0|0
00001|0|0|0|0
00001|0|0|0|0
00001|0|0|0|0
00001|0|0|0|0
00001|0|0|0|0
00001|0|0|0|0
000010|0|0|0|0
000011|0|0|0|0
00001111|0|0|0|0
00001233|0|0|0|0
00001234|0|0|0|0
00001342|0|0|0|0
00001343|0|0|0|0
00001366|0|0|0|0
00001532|0|0|0|0
00001734|0|0|0|0
00001824|0|0|0|0
00001959|0|0|0|0
00001967|0|0|0|0
00002449|0|0|0|0
00002451|0|0|0|0
00002489|0|0|0|0
00002500|0|0|0|0
00002510|0|0|0|0
00002631|0|0|0|0
00002666|0|0|0|0
00002713|0|0|0|0
00002755|0|0|0|0
00002764|0|0|0|0
00002777|0|0|0|0
00002870|0|0|0|0
00002952|0|0|0|0
00002961|0|0|0|0
00002998|0|0|0|0
00003007|0|0|0|0
00003014|0|0|0|0
00003084|0|0|0|0
00003109|0|0|0|0
00003138|0|0|0|0
00003145|0|0|0|0
00003146|0|0|0|0
00003165|0|0|0|0
00003266|0|0|0|0
00003268|0|0|0|0
00003313|0|0|0|0
00003323|0|0|0|0
00003396|0|0|0|0
00003421|0|0|0|0
00004383|0|0|0|0
00004755|0|0|0|0
00004918|0|0|0|0
00004960|0|0|0|0
00005120|0|0|0|0
00005667|0|0|0|0
00005968|0|0|0|0
00006248|0|0|0|0
00006474|0|0|0|0
00006920|0|0|0|0
00009568|0|0|0|0
0001|0|0|0|0
00010071|0|0|0|0
00010366|0|0|0|0
00010658|0|0|0|0
00010881|0|0|0|0
0001111|0|0|0|0
00011281|0|0|0|0
00011519|0|0|0|0
000118|0|0|0|0
000118|0|0|0|0
00011987|0|0|0|0
000123|0|0|0|0
000124|0|0|0|0
00012711|0|0|0|0
00013914|0|0|0|0
00013918|0|0|0|0
00014473|0|0|0|0
00014829|0|0|0|0
00017952|0|0|0|0
00025128|0|0|0|0
00025643|0|0|0|0
000260|0|0|0|0
00030236|0|0|0|0
00030352|0|0|0|0
00030375|0|0|0|0
00030485|0|0|0|0
00030598|0|0|0|0
00030602|0|0|0|0
00030607|0|0|0|0
00031724|0|0|0|0
00037150|0|0|0|0
00037744|0|0|0|0
00046187|0|0|0|0
00049404|0|0|0|0
00049492|0|0|0|0
00049511|0|0|0|0
00049516|0|0|0|0
00049517|0|0|0|0
00049518|0|0|0|0
00049519|0|0|0|0
00049520|0|0|0|0
00049521|0|0|0|0
00049522|0|0|0|0
00049523|0|0|0|0
00049524|0|0|0|0
00049525|0|0|0|0
00049526|0|0|0|0
00049527|0|0|0|0
00049528|0|0|0|0
00049529|0|0|0|0
